SEX,CURICULUM,LOCAL_CAPITAL,PREV_DEGREE,GPA,RELIGION,FUND,CUM_GPA,COUNT_TERM,PARENTS_INCOME,PARENTS_MARRIED,DROPOUT
1,0,0,0,3.5,0,0,3.24,10,7500,1,1
1,0,0,1,3.85,0,0,2.64,10,17500,0,1
1,0,1,0,3.58,0,0,2.77,9,25000,1,1
1,0,0,2,3.78,0,0,2.53,10,12245,1,1
1,0,1,2,3.43,0,0,3.48,9,12500,0,1
0,0,1,0,3.41,1,0,2.25,10,30000,1,1
1,0,1,0,3.14,0,0,2.67,9,25000,1,1
0,0,1,2,2.35,0,0,0.8,1,55000,1,0
0,0,1,0,3.46,0,0,3.72,9,47500,1,1
1,0,0,0,3.23,0,0,2.63,10,30000,1,1
1,0,1,0,3.27,0,0,3.35,8,10000,1,1
0,0,1,0,2.09,0,0,2.32,9,20000,0,1
0,0,0,0,2.38,0,0,2.95,8,10500,2,1
1,0,1,2,3.51,0,0,3.19,8,22500,1,1
1,0,0,0,2.55,0,0,2.69,9,19225,1,1
0,0,0,0,2.57,0,0,2.13,14,27500,2,1
1,0,1,2,2.71,0,0,2.1,11,15000,1,1
1,0,1,2,3.22,0,0,2.63,9,7500,1,1
0,1,1,2,3.37,0,0,2.55,9,27500,1,1
0,1,1,0,3.56,0,0,3.16,9,59999,3,1
0,0,1,0,2.96,1,0,3.04,5,50000,1,1
1,1,1,0,2.54,0,0,2.98,5,8000,1,1
1,1,1,2,2.94,0,0,3.08,6,20000,1,1
1,1,1,0,2.74,1,0,2.36,6,53999,3,1
1,1,1,0,2.24,0,0,2.58,5,15000,1,1
0,1,1,0,3.05,0,0,3.3,5,20000,1,1
1,1,1,2,2.68,1,0,2.41,5,17500,1,1
0,1,0,0,2.59,0,0,3,5,20000,1,1
1,1,0,0,2.58,0,0,2.45,6,61000,1,1
0,1,1,2,2.42,0,0,2.26,7,45470,1,1
0,1,0,0,2.82,0,0,3.54,5,64999,3,1
1,1,0,0,3.25,0,0,3.12,5,10000,1,1
0,1,0,2,2.91,0,0,2.02,6,58000,1,1
0,1,1,0,3.06,0,0,3.4,5,12500,1,1
0,1,1,0,2.17,0,0,2,6,54999,3,1
1,1,1,0,2.73,0,0,2.9,5,12500,1,1
0,1,0,2,3.23,0,0,2.31,6,8625,2,1
1,1,1,0,2.54,0,0,2.6,6,16445,1,1
0,1,0,0,2.37,1,0,2.4,6,30000,1,1
1,1,1,0,3.6,0,0,2.88,5,32500,2,1
1,1,0,0,2.4,0,0,0.95,1,10000,1,0
1,0,0,0,2.75,0,0,2.77,3,26000,1,1
1,0,0,0,2.9,0,0,2.4,1,10000,1,0
1,0,0,0,2.86,0,0,3.29,3,6500,1,1
1,0,1,2,3.24,0,0,3.26,3,11000,1,1
1,0,0,0,2.91,0,0,2.93,3,15000,1,1
1,0,1,0,2.41,0,0,2.86,3,5000,2,1
1,0,1,0,2.98,0,0,3,3,6500,1,1
1,0,0,2,2.81,0,0,3.06,3,20000,1,1
0,0,0,0,2.71,0,0,2.81,3,38025,1,1
1,0,1,0,3.22,0,0,2.64,3,40000,1,1
0,0,0,0,3.11,0,0,3.28,3,35000,1,1
1,0,1,0,3.26,0,0,3.51,3,16865,1,1
0,0,1,0,3.54,0,0,3.5,6,30000,1,1
1,0,0,0,3.4,0,0,3.4,5,20000,1,1
1,0,0,0,2.96,0,0,2.51,5,30500,1,1
1,0,0,0,3.24,0,0,2.82,6,6000,1,1
0,0,1,0,3.16,0,0,2.75,6,39425,1,1
0,1,0,0,3.04,0,0,2.61,5,12600,1,1
0,1,1,0,3.48,1,0,1.85,5,15000,1,0
1,1,0,0,2.74,0,0,2.95,6,37500,1,1
1,1,1,0,2.77,0,0,2.51,5,3250,1,1
1,1,1,0,2.8,1,0,3.25,5,7500,1,1
1,1,1,0,3.02,0,0,2.48,7,5500,1,1
1,1,0,0,2.95,0,0,2.91,6,25000,1,1
1,1,1,0,3.15,0,0,2.87,5,4250,1,1
1,1,0,0,2.94,0,0,2.5,6,6000,1,1
0,1,1,0,2.93,1,0,2.34,6,6000,1,1
0,1,0,0,2.91,0,0,1.67,0,16000,1,0
1,1,0,0,2.99,1,0,2.47,6,8000,1,1
1,1,0,0,3.14,0,0,3.23,5,10000,1,1
0,1,1,0,2.72,1,0,2.19,6,3500,1,1
0,1,1,0,2.74,1,0,2.29,5,6250,1,1
1,0,1,0,3.62,0,0,3.15,9,6000,1,1
1,0,0,0,3.79,0,0,3.73,9,23000,1,1
1,0,0,0,3.11,0,0,3,9,12500,1,1
1,0,0,0,3.44,0,0,2.83,7,4750,1,1
1,0,1,0,3.19,1,0,2.83,8,33540,1,1
1,0,1,2,3.39,0,0,2.38,1,5000,0,0
0,0,0,0,3.65,1,0,3.61,7,5000,1,1
0,0,1,0,3.57,0,0,2.75,7,8500,1,1
0,0,1,0,3.2,1,0,2.55,9,2250,3,1
1,0,0,0,3.5,0,0,2.15,11,15000,1,1
0,0,0,0,2.72,0,0,0.61,0,75000,1,0
1,0,0,0,3.65,0,0,3.24,9,25465,1,1
1,0,1,0,3.39,1,0,2.78,9,6000,1,1
1,1,1,0,2.17,0,0,2.99,9,0,0,1
0,1,1,2,1.9,0,0,1.48,4,57500,1,0
0,1,1,0,3.09,0,0,2.76,11,32000,0,1
1,1,0,0,3.25,0,0,3.07,10,90000,1,1
0,1,0,0,3.21,0,0,0.65,2,30000,3,0
1,1,0,0,3.22,0,0,2.86,10,16500,1,1
1,0,0,2,3.15,0,0,2.96,10,69999,3,1
0,0,1,2,3.3,0,0,2.62,8,49000,1,1
1,0,1,2,3.53,0,0,3.43,8,11000,2,1
1,0,0,2,3.25,0,0,3.8,9,45000,1,1
0,0,1,0,3.46,0,0,2.51,9,30000,1,1
0,0,1,0,3.2,0,0,3.11,9,30000,1,1
1,0,0,0,3.02,0,0,3.33,9,27500,1,1
0,0,0,0,3.12,0,0,0,1,60000,1,0
1,0,0,0,3.12,0,0,3.03,8,35000,1,1
1,0,0,0,3.46,0,0,2.9,10,6500,1,1
1,0,1,0,2.81,0,0,2.44,9,15000,1,1
1,0,1,0,3.62,0,0,3.04,9,30000,1,1
0,0,0,0,2.95,0,0,2.3,10,37000,1,1
0,0,1,0,3.23,0,0,2.84,9,60000,1,1
0,0,0,2,3.55,1,0,2.94,8,4000,1,1
1,0,0,0,3.14,0,0,2.87,9,17385,1,1
1,0,1,2,3.2,0,0,3.25,9,15000,1,1
1,0,1,2,2.94,1,0,3.02,8,11500,1,1
0,0,0,2,2.97,0,0,2,11,65000,1,1
1,1,1,2,2.95,0,0,2.13,9,8250,1,1
1,1,0,0,3,0,0,0.58,2,15000,1,0
1,1,1,0,2.76,0,0,2.51,9,25000,1,1
1,1,0,0,3,0,0,2.61,2,5550,1,0
0,1,1,2,3.75,0,0,3.52,8,50000,1,1
1,1,0,2,2.98,0,0,2.05,9,5000,1,1
1,1,0,2,2.8,0,0,2.37,12,30000,1,1
1,1,0,2,3.41,0,0,3.32,8,18000,1,1
1,1,1,2,2.88,0,0,2.82,9,11000,1,1
0,0,1,0,2.83,0,0,2.12,1,10000,1,1
1,1,1,0,3.27,0,0,3.12,1,4000,3,1
1,1,1,0,3.05,0,0,2.34,1,10500,1,1
1,1,0,0,3.11,1,0,2.46,1,5000,1,1
1,1,1,0,2.76,0,0,3.6,1,10500,0,1
1,1,0,0,2.9,0,0,2.78,1,6500,0,1
1,1,0,0,3.07,0,0,2.28,1,5000,1,1
0,1,0,0,2.23,0,0,2.34,1,10000,1,1
1,1,0,0,3.12,0,0,3.09,1,5000,1,1
1,1,0,0,2.91,0,0,2.91,1,16500,1,1
1,1,1,0,2.95,0,0,2.19,4,6250,1,1
1,1,0,0,2.78,0,0,3.09,1,6000,1,1
0,1,1,0,3.4,0,0,2.62,1,15000,1,1
0,1,0,0,3,0,0,2.02,3,15000,1,1
0,1,1,0,3.56,0,0,3.05,1,10545,1,1
1,1,0,0,3.09,0,0,2.32,1,28000,1,1
0,1,1,0,2.95,0,0,2.37,1,4000,1,1
0,1,0,0,2.86,0,0,2.83,1,15000,1,1
0,1,0,0,2.95,0,0,2.28,1,15000,1,1
1,1,0,0,3.42,0,0,3.41,1,0,1,1
1,1,1,0,2.77,0,0,2.82,1,15000,1,1
1,0,1,0,2.56,0,0,2.66,3,50000,1,1
1,0,1,0,3.28,0,0,2.73,3,12500,2,1
1,0,0,0,3.64,0,0,3.76,3,19000,2,1
1,0,0,0,3.23,0,0,2.44,3,4500,1,1
0,0,1,0,3.37,0,0,3.51,3,20000,1,1
1,0,0,0,3.35,0,0,3.01,3,5000,1,1
0,0,1,0,3.58,0,0,3.57,3,7500,2,1
1,0,1,1,3.36,0,0,2.64,3,0,2,1
0,0,0,0,3.52,0,0,3.34,3,15000,1,1
1,0,0,0,3.56,0,0,3.46,3,20000,1,1
0,0,1,0,3.31,0,0,3.16,3,35000,1,1
0,0,1,0,3.13,0,0,2.9,3,12000,1,1
1,0,0,0,3.37,0,0,2.61,3,3000,1,1
0,1,1,0,2.38,1,0,2.1,11,12000,1,1
0,1,1,0,2.51,0,0,2.77,9,13000,1,1
0,1,1,0,2.95,0,0,2.02,12,7500,1,1
1,1,0,0,2.89,0,0,2.55,9,7000,1,1
1,1,0,0,3.28,1,0,3.13,9,5500,1,1
0,1,0,0,2.53,0,0,2.72,10,17500,1,1
0,1,1,0,3.13,0,0,3.06,10,60000,0,1
0,1,1,0,2.14,0,0,1.85,7,7500,1,0
0,1,0,0,3.11,0,0,3.04,8,6500,1,1
1,1,1,0,3.19,0,0,3.09,10,12000,1,1
1,1,0,0,2.6,0,0,2.73,9,4500,1,1
1,1,0,0,2.87,1,0,1.69,3,24000,1,0
1,1,1,0,3.12,1,0,2.87,9,9000,1,1
1,1,0,0,3.02,0,0,2.24,10,15000,2,1
1,1,1,0,2.65,0,0,2.39,9,4500,2,1
1,1,0,0,3.29,0,0,2.92,8,65000,1,1
1,0,0,0,3.72,0,0,3.74,9,59000,1,1
1,0,0,0,3.18,0,0,3.52,9,40000,1,1
1,0,1,2,2.86,0,0,2.81,10,40100,3,1
1,0,0,2,2.9,0,0,2.4,9,26415,1,1
1,0,1,2,3.48,1,0,3.22,8,25000,1,1
1,0,1,0,3.47,0,1,2.37,9,12500,2,1
0,0,0,2,2.43,0,0,2.4,2,250000,1,0
1,0,1,2,3.17,0,0,2.45,9,25000,1,1
0,0,1,0,2.7,0,0,2.15,10,42500,1,1
1,0,0,0,3.48,0,0,3.39,8,15000,1,1
1,0,1,2,2.53,0,0,2.36,11,50000,1,1
1,0,1,2,1.83,0,0,1.58,3,7500,1,0
0,0,1,2,3.41,0,0,3.58,9,7500,1,1
1,0,0,0,3.67,0,0,3.11,8,5750,1,1
0,0,0,0,3.4,0,1,3.97,8,12500,1,1
0,0,1,2,3.58,0,1,2.75,8,6000,3,1
1,0,1,0,3.64,0,0,3.64,8,41000,1,1
1,0,1,2,2.51,0,0,2.18,11,31135,1,1
0,0,1,0,3.62,0,0,3.79,8,22500,1,1
0,0,0,2,2.99,0,0,3.14,8,20000,1,1
1,0,1,0,3.48,0,0,3.84,1,6500,1,1
1,0,0,0,3.14,0,0,2.45,1,25000,1,1
1,0,1,0,3.43,0,0,2.73,1,7500,1,1
0,0,1,0,3.12,0,0,3.65,1,20000,1,1
1,0,1,0,3.56,0,0,3.12,1,5000,1,1
0,0,0,0,2.92,0,0,3.31,1,10000,1,1
1,0,1,0,3.1,0,0,3.26,1,16245,1,1
1,0,0,0,3.32,0,0,2.93,1,20000,1,1
1,0,1,0,3.56,0,0,2.94,1,5000,3,1
1,0,1,0,3.46,0,0,3.71,1,4000,1,1
1,0,0,0,3.09,0,0,2.83,1,11510,0,1
1,0,1,0,2.84,0,0,2.82,1,45000,1,1
0,1,0,0,2.35,0,0,2.36,1,13500,1,1
1,1,1,0,3.17,0,0,2.93,1,8750,1,1
1,1,0,0,2.81,0,0,2.42,1,9800,1,1
1,1,0,0,3.05,0,0,2.68,1,20000,1,1
1,1,1,0,3.04,0,0,2.5,1,5000,1,1
1,1,1,0,2.75,0,0,2.87,1,5000,1,1
1,1,1,0,3.39,0,0,2.53,1,5000,1,1
0,1,1,0,2.38,0,0,3.09,1,9250,1,1
0,1,0,0,3.1,0,0,2.63,1,22500,1,1
1,1,1,0,3.13,0,0,2.14,6,2750,1,1
0,1,0,0,2.91,0,0,2.51,1,21500,1,1
1,1,1,0,2.52,0,0,2.27,3,50000,1,1
0,1,0,0,2.55,0,0,2.11,4,15000,1,1
1,1,0,0,3.37,0,0,2.27,1,15000,3,1
1,1,1,0,2.86,1,0,2.93,1,7000,1,1
1,1,0,0,3.32,0,0,2.6,1,40000,1,1
0,1,1,0,2.9,0,0,2.35,1,10000,1,1
0,1,0,0,3.15,0,0,3.05,1,2500,3,1
1,1,1,0,2.86,0,0,2.84,1,20000,1,1
1,1,1,0,3.33,0,0,3.38,1,5000,1,1
1,1,0,1,3.14,0,0,2.28,4,3000,1,1
1,1,0,0,2.34,0,0,2.7,3,0,1,1
0,1,0,0,2.99,0,0,2.9,3,3500,3,1
0,0,0,0,3.48,0,0,3.79,10,50000,1,1
1,0,1,0,3.3,0,0,2.39,8,19000,1,1
1,0,0,0,3.48,0,0,2.54,9,12500,2,1
0,0,0,2,3.27,0,0,2.48,3,10000,3,0
0,0,1,0,2.93,0,0,2.96,9,30000,1,1
1,0,1,0,3.38,0,0,2.99,9,15000,1,1
1,0,0,2,3.69,0,0,3.04,10,5000,1,1
0,0,1,2,3.68,0,0,3.16,8,30000,1,1
1,0,0,0,2.66,0,0,1.82,4,37500,1,0
1,0,1,0,3.75,0,0,2.81,9,135000,1,1
1,0,0,2,3.25,0,0,3.25,8,8500,1,1
1,0,0,2,3.07,0,0,2.35,11,43150,1,1
1,0,1,2,3.32,0,0,3.01,8,4500,1,1
1,0,1,0,3.43,0,1,2.73,10,15000,1,1
1,0,1,0,3.22,0,0,2.86,9,32500,1,1
0,0,0,0,2.62,0,0,2.42,10,30000,0,1
1,0,0,2,3.6,0,0,3.31,10,27500,1,1
0,0,1,0,3.45,0,0,2.41,10,15000,1,1
1,1,0,2,3.09,0,0,3.29,9,5000,3,1
1,1,1,2,3.46,0,0,3.18,9,27500,1,1
0,1,0,2,1.98,0,0,2.21,4,5750,2,0
1,1,1,2,3.46,0,0,2.39,8,6000,0,1
1,1,0,0,3.27,0,0,3.24,10,12000,1,1
1,1,1,2,3.12,0,0,2.71,11,6000,1,1
0,1,0,0,1.7,0,0,0.53,2,12500,3,0
0,1,1,2,2.06,0,0,2.04,13,50000,1,1
1,1,1,0,2.89,0,0,2.76,9,5000,3,1
1,1,0,0,3.2,0,0,2.65,10,10000,1,1
0,1,1,2,2.77,0,0,2.21,12,20000,1,1
0,1,1,0,3.35,0,0,3.11,10,17500,1,1
1,1,1,0,3.09,0,0,2.63,10,10000,1,1
1,1,0,2,3.17,0,0,2.78,8,9000,1,1
1,1,1,2,3,0,0,2.61,10,20000,1,1
1,1,0,2,2.82,0,0,2.7,9,15000,1,1
1,1,0,0,3.4,0,0,3.1,9,25000,1,1
1,1,1,2,2.98,0,0,2.58,10,15000,0,1
1,1,0,0,2.72,0,0,2.39,9,62499,3,1
1,1,0,0,2.88,0,0,3.04,10,10000,1,1
1,1,0,0,2.62,0,0,3.13,8,7500,1,1
1,1,0,0,2.93,0,0,3.37,8,29060,1,1
1,1,0,2,2.16,0,0,2.85,9,58999,3,1
1,1,0,0,3.1,0,0,2.77,9,25000,1,1
1,1,1,0,3.01,0,0,3.3,8,16000,1,1
1,1,0,2,2.58,0,0,2.57,10,20000,1,1
0,1,1,2,2.97,0,0,2.2,9,15000,1,1
0,1,0,1,3.29,0,0,2.17,10,5500,1,1
1,1,1,2,3.04,0,0,3.14,9,36325,1,1
1,1,0,0,2.53,0,0,0.41,1,15000,1,0
0,1,1,2,2.1,0,0,2.28,9,70000,1,1
1,0,1,2,3.63,0,0,3.37,7,8000,2,1
0,0,0,0,3.63,0,0,3.57,7,9250,0,1
0,0,0,0,2.99,0,0,2.62,8,50000,1,1
1,0,1,0,3.55,0,0,3.31,8,10000,1,1
1,0,1,0,2.67,0,0,2.36,10,25000,1,1
1,0,0,0,3.74,0,0,2.98,7,40000,1,1
0,0,1,0,3.98,0,0,3.77,7,7500,1,1
1,0,1,2,3.34,0,0,3.16,7,20000,1,1
1,0,0,0,2.88,0,0,2.99,7,75000,1,1
1,1,1,2,2.73,0,0,2.61,2,23500,1,0
1,1,0,0,2.59,0,0,3.02,7,64999,3,1
0,1,1,2,2.28,0,0,2.01,8,6500,1,1
0,1,1,0,3.25,1,0,3.24,7,10000,1,1
0,1,1,0,2.04,0,0,2.26,7,12500,1,1
1,1,1,0,2.25,0,0,2.06,8,5000,1,1
1,1,1,0,2.69,0,0,2.74,9,8250,1,1
1,1,0,0,2.94,0,0,2.9,7,8000,1,1
0,1,1,2,3.03,0,0,3.3,7,7500,1,1
1,1,0,0,2.64,0,0,3.08,8,38625,1,1
0,1,1,2,2.04,1,0,2.76,8,15000,1,1
0,1,0,0,2.96,0,0,3.1,8,50000,1,1
1,1,1,0,3.46,0,0,2.64,8,5000,1,1
1,1,0,2,3.22,0,0,2.09,7,27500,1,1
1,1,1,0,2.61,0,0,2.46,7,14500,0,1
1,1,1,0,3.58,0,1,3.59,5,16500,1,1
1,1,1,0,2.69,0,0,2.98,5,9000,1,1
1,1,1,2,2.52,0,0,2.65,6,2900,2,1
1,1,0,0,2.2,0,0,2.5,5,10000,2,1
0,1,0,0,2.29,0,0,2.31,2,79999,3,0
1,1,1,0,2.47,0,0,2.13,6,4000,1,1
0,1,1,0,2.38,0,0,2.03,6,69999,3,1
1,1,0,0,2.52,0,0,2,6,53500,1,1
0,1,1,0,3.23,0,0,2.65,6,37500,1,1
0,1,0,0,2.1,0,0,1.53,3,15000,1,0
1,1,1,0,3.63,0,0,3.84,5,22500,0,1
1,0,0,0,3.18,0,0,3.51,3,12500,1,1
1,0,0,0,3.35,0,0,3.32,2,15000,1,0
0,0,1,0,2.55,0,0,2.75,3,8750,1,1
1,0,1,0,3.26,0,0,3.04,3,13500,1,1
1,0,1,0,3.36,0,0,3.26,3,6000,1,1
1,0,0,0,3.33,0,0,2.75,3,7000,1,1
1,0,1,0,3.26,0,0,3.17,3,25500,1,1
1,0,0,0,2.9,0,0,2.76,3,21500,1,1
1,0,0,0,2.2,0,0,2.82,3,12500,1,1
1,0,0,0,3.46,0,0,3.55,3,25000,1,1
0,0,0,0,3.22,1,0,2.5,3,53999,3,1
1,0,1,0,3.07,0,0,3.58,3,30000,1,1
0,0,1,0,3.02,0,0,2.75,3,27500,1,1
1,0,1,0,2.88,1,0,2.62,3,9000,1,1
0,0,0,0,2.84,0,0,2.86,3,21500,1,1
1,0,1,2,3.4,1,0,2.54,2,48000,1,0
1,0,0,2,2.59,0,0,3.22,3,20000,1,1
1,0,0,2,3.11,0,0,3.38,3,20000,1,1
0,0,0,0,2.45,0,0,0.96,2,157500,1,0
0,1,1,0,2.87,0,0,2.18,4,15000,2,1
1,1,1,0,2.83,0,0,2.94,3,15000,1,1
0,1,1,0,2.73,0,0,2.14,5,9000,1,1
1,0,0,0,3.5,0,0,3.47,6,0,0,1
1,0,1,0,3.25,0,0,3.26,6,15000,1,1
1,0,0,0,3.06,0,0,2.75,10,32640,1,1
1,0,0,0,2.79,0,0,3.03,6,6000,1,1
1,0,0,0,2.85,0,0,2.75,6,6000,1,1
0,0,1,0,3.4,0,0,3.6,6,25000,1,1
1,0,1,0,3.15,0,0,3.03,6,15000,1,1
0,0,1,0,3.15,0,0,2.94,5,65000,1,1
0,0,1,0,2.99,0,0,3.81,6,33015,1,1
0,0,0,0,2.66,0,0,2.88,5,7500,1,1
1,0,1,0,3.6,0,0,3.68,5,5000,0,1
1,0,1,0,3.14,0,0,3.16,5,5000,0,1
1,0,1,0,3.45,0,0,3.12,5,9000,0,1
1,0,0,0,3.31,0,0,3.39,5,0,2,1
1,0,1,0,3.47,0,0,3.48,5,9500,1,1
1,0,1,0,3.61,0,0,3.36,5,6000,1,1
0,0,0,0,3.65,0,0,3.93,5,5000,3,1
1,0,1,0,3.31,0,0,2.6,6,7095,1,1
0,0,0,0,3.56,0,0,3.11,6,15000,1,1
0,0,0,0,3.08,0,0,1.46,3,7500,1,0
1,0,0,1,3.55,0,0,1.32,0,3000,1,0
1,0,1,0,3.03,0,0,3.57,6,15000,1,1
1,0,0,0,3.27,0,0,3.32,5,0,0,1
1,0,1,0,2.91,1,0,2.8,7,25000,1,1
0,0,0,0,2.95,0,0,2.8,6,15000,1,1
1,1,1,2,2.31,0,0,1.77,2,20000,1,0
1,1,1,0,2.98,1,0,3.12,8,18000,1,1
1,1,1,0,3.06,0,0,3.46,10,10000,3,1
1,1,1,2,2.71,0,0,3.24,9,5500,1,1
0,1,1,0,2.63,0,0,3.37,9,4000,0,1
1,1,1,2,3.12,0,0,2.76,8,26500,1,1
0,1,0,0,2.17,0,0,2.5,9,10000,3,1
1,0,0,2,3.31,0,0,2.73,10,25000,1,1
0,0,0,0,3.14,0,0,2.76,8,3250,3,1
1,0,1,0,3.22,0,0,2.28,9,12000,0,1
0,0,1,2,3.32,0,0,3.4,9,22500,1,1
0,0,1,2,3.09,0,0,2.01,3,10000,1,0
1,0,0,2,3.26,0,0,3.14,9,8000,1,1
1,0,0,0,3.9,1,0,3.37,9,10000,1,1
1,0,1,2,3.66,0,0,3.14,9,10000,1,1
0,0,1,0,2.76,0,0,2.28,10,25000,1,1
1,0,1,2,3.4,0,0,3.26,9,10000,3,1
1,0,0,0,3.61,1,0,3.72,8,8250,1,1
1,0,0,0,3.81,1,0,3.13,10,4000,1,1
0,0,1,2,2.4,0,1,2.73,10,10000,1,1
1,0,0,2,3.5,0,0,3.27,2,8000,1,0
0,0,1,0,2.89,0,0,3.46,9,35000,1,1
1,0,1,0,3.64,0,0,3.14,9,30000,1,1
1,0,1,2,2.26,0,0,2.47,9,22500,1,1
1,0,1,0,2.89,0,0,2.47,10,25000,1,1
1,0,0,0,3.57,0,0,3.62,8,5000,1,1
0,1,1,2,2.85,0,0,3.12,10,20000,1,1
1,1,0,2,3.17,0,0,2.81,10,3000,0,1
0,1,0,2,2.02,0,0,2.01,13,15000,1,1
1,1,0,0,2.12,0,0,2.2,9,45000,2,1
1,1,1,0,2.03,0,0,2.01,10,24000,1,1
0,1,1,0,2.58,0,0,2.08,12,85000,1,1
0,1,0,2,2.08,0,0,2.04,11,7500,1,1
0,1,1,0,2.85,0,0,2.58,8,56000,1,1
1,1,0,2,3.04,0,0,2.56,3,20000,2,0
0,1,0,0,2.99,0,0,1.87,8,19000,1,1
1,1,0,2,2.84,1,0,2.07,9,35000,1,1
0,1,0,0,2.71,0,0,3.27,7,22000,2,1
1,1,1,2,3.01,0,0,2.59,8,17500,1,1
1,1,1,2,3.17,0,0,1.75,7,17500,1,0
1,1,0,0,3.54,0,0,2.83,7,8250,1,1
1,1,0,0,2.69,0,0,3.16,7,99999,3,1
1,1,1,0,2.41,0,0,1.68,3,52999,3,0
0,1,1,2,2.17,0,0,0,1,52249,3,0
1,1,1,2,3.63,1,0,3.39,7,9500,1,1
1,1,0,0,2.91,0,0,3.03,7,10000,1,1
1,1,0,2,2.86,0,1,2.87,7,4750,1,1
1,1,1,0,2.56,1,0,2.85,9,17500,1,1
1,1,1,2,3.63,0,0,3.14,7,9000,1,1
1,1,0,0,3.39,0,0,2.91,9,4150,0,1
1,1,0,0,3.34,1,0,2.57,7,13500,1,1
1,1,0,2,2.87,0,0,2.93,3,28500,1,0
0,0,1,0,2.26,0,0,2.27,6,12000,1,1
1,0,0,0,3.34,0,0,2.69,7,32500,1,1
0,0,1,0,2.81,1,0,1.94,5,53749,3,1
1,0,1,2,2.97,0,0,2.64,6,65000,1,1
1,0,0,0,2.72,0,0,2.67,6,15000,1,1
1,0,1,0,3.04,0,0,3.15,5,20000,1,1
0,0,1,0,3.24,0,1,2.62,5,70000,1,1
0,0,1,0,2.59,1,0,2.12,5,30000,1,1
1,0,1,0,2.83,0,0,3.03,5,59025,1,1
1,0,1,0,3.19,0,0,2.6,5,10000,0,1
1,0,0,0,3.31,0,0,2.81,5,24450,0,1
1,0,0,0,2.87,0,0,2.22,7,23480,2,1
1,0,0,0,2.34,0,0,2.27,7,75000,1,1
0,0,1,0,3.62,1,0,3.3,5,30000,1,1
1,0,1,0,3.01,0,0,2.17,5,15000,1,1
0,0,0,0,2.63,0,0,2.16,5,15000,1,1
1,0,1,2,3.28,0,0,2.87,5,79999,3,1
0,1,0,0,2.39,0,0,0.81,0,47500,1,0
1,1,0,0,2.39,0,0,3.02,9,13000,1,1
1,1,0,0,2.07,0,0,1.82,6,25000,1,0
0,1,1,0,2.86,0,0,3.24,7,4500,1,1
1,1,0,0,2.97,0,0,2.7,9,15000,2,1
1,1,1,0,2.88,0,0,2.88,7,2750,2,1
1,0,1,0,3.21,0,0,3.3,8,17500,1,1
1,0,1,2,3.3,0,0,1.94,4,5000,3,0
1,0,1,0,3.17,0,0,3.13,9,22995,1,1
0,0,0,0,1.96,0,0,0,1,29840,1,0
1,0,0,0,2.53,0,0,2.36,10,12000,1,1
1,0,1,0,2.64,0,0,2.28,10,2500,3,1
1,0,1,0,2.37,0,0,2.29,11,12000,1,1
0,0,1,0,3.33,0,0,3.39,9,33000,1,1
1,0,1,0,3.27,0,0,2.47,10,151500,1,1
1,0,0,0,2.41,1,0,2.28,11,10000,1,1
0,0,0,0,3.4,0,0,3.08,9,6000,1,1
0,0,1,0,3.74,0,0,3.95,9,20000,1,1
0,0,1,0,2.97,1,0,2.98,8,4500,3,1
1,0,1,0,3.7,0,0,2.91,8,0,3,1
1,0,1,0,3.47,1,0,2.59,9,32220,1,1
1,0,0,0,3.35,0,0,2.85,9,12500,1,1
1,0,1,0,3.14,0,0,2.21,10,7500,1,1
1,0,1,0,3.04,0,0,2.77,10,31000,1,1
1,0,1,0,3.4,0,0,2.88,10,3250,1,1
0,0,0,0,3.57,0,0,3.63,8,20000,1,1
1,0,1,0,2.53,0,0,2.66,9,10000,1,1
1,0,0,0,3.38,0,0,3.34,8,5000,3,1
1,0,1,0,3.86,0,0,3.2,9,25000,1,1
1,0,1,0,3.29,0,0,2.83,9,17000,1,1
1,0,0,0,3.38,0,0,3.57,9,8000,1,1
1,0,1,0,3.3,0,0,2.87,10,13500,1,1
1,0,1,0,2.9,0,0,2.36,9,4500,3,1
0,1,0,0,2.51,0,0,2.29,10,15250,1,1
1,1,0,0,3.68,0,0,3.02,8,15000,2,1
1,1,0,0,2.89,0,0,3.18,8,7100,2,1
1,1,0,0,3.12,0,0,2.17,11,50155,1,1
1,1,0,0,3.03,0,0,3.04,9,27500,1,1
1,1,0,2,2.91,0,0,2.52,9,8800,1,1
1,1,0,2,2.35,0,0,0.59,1,12500,0,0
0,1,0,0,2.18,0,0,2.33,9,74999,3,1
1,1,1,2,2.85,0,0,2.3,9,42500,1,1
1,1,1,2,2.84,0,0,2.82,10,25000,1,1
0,1,1,0,3.06,0,0,2.66,9,50000,1,1
1,1,1,2,3.07,0,0,2.53,10,27500,1,1
1,1,1,0,3.39,0,0,2.7,9,15000,1,1
1,1,1,0,2.72,0,0,2.42,10,7500,1,1
0,1,0,2,2.65,0,0,2.68,10,17500,1,1
1,1,1,0,2.95,0,0,3.39,9,10000,0,1
1,1,0,2,3.02,0,0,2.46,10,58999,3,1
0,0,1,2,2.84,0,0,2.7,10,15000,1,1
1,0,1,0,2.73,0,0,2.1,11,5000,1,1
0,0,0,0,3.03,0,0,3.86,8,40000,1,1
1,0,0,0,3.13,1,0,3.39,8,60000,1,1
1,0,1,2,3.12,0,0,2.29,12,4500,2,1
